vaf_values	ng_range	score	w_comp	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR
0.0       	4.0_16.0	0.9	0.5	0	12791	97841	66	65	1	0.0	0.884	0.884	-0.116	0.0	0.0	0.0	1.0
0.0       	8.0_16.0	0.9	0.5	0	8606	64684	44	43	1	0.0	0.883	0.882	-0.117	0.0	0.0	0.0	1.0
